Fecha;Departamento;Municipio;Día;Hora;Barrio;MES;Zona;Clase de sitio;Arma empleada;Móvil Victima;MOVIL_AGRESOR;Edad;Estado civil;País de nacimiento;Clase de empleado;Profesión;Escolaridad;Código DANE;GENERO;DESCRIPCION_CONDUCTA;Cantidad
30/03/2022;ATLÁNTICO;BARRANQUILLA (CT);Miércoles;1:15:00;7 DE AGOSTO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;ATLÁNTICO;BARRANQUILLA (CT);Miércoles;4:20:00;VILLA COUNTRY;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;SOLTERO;COLOMBIA;DELINCUENCIA;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;ATLÁNTICO;BARRANQUILLA (CT);Miércoles;21:55:00;LA MANGA;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;45;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;ATLÁNTICO;BARRANQUILLA (CT);Miércoles;4:45:00;CORDIALIDAD;mar.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;35;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;BOLÍVAR;CARTAGENA (CT);Miércoles;17:20:00;Cto PASACABALLOS;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;66;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;CAUCA;ARGELIA;Miércoles;15:40:00;CENTRO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;19050000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;CHOCÓ;QUIBDÓ (CT);Miércoles;19:15:00;ANGELES;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;CÓRDOBA;MONTERÍA (CT);Miércoles;16:28:00;LOS NOGALES;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;CÓRDOBA;PUERTO LIBERTADOR;Miércoles;22:00:00;LA GRAN VIA;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23580000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;CÓRDOBA;TIERRALTA;Miércoles;8:30:00;VEREDA LOS ARAPIOS;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;33;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;23807000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;HUILA;PITALITO;Miércoles;22:30:00;SUCRE;mar.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;37;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;41551000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;NARIÑO;LA TOLA;Miércoles;10:40:00;VEREDA AMARALES;mar.;RURAL;RIOS;ARMA DE FUEGO;A PIE;A PIE;33;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52390000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;NARIÑO;SAN ANDRES DE TUMACO;Miércoles;22:40:00;VDA EL TIGRE;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;52835000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;NARIÑO;SAN ANDRES DE TUMACO;Miércoles;6:40:00;VDA EL TIGRE;mar.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;41;UNION LIBRE;COLOMBIA;AGRICULTOR;-;SECUNDARIA;52835000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;NARIÑO;SAN ANDRES DE TUMACO;Miércoles;21:46:00;RIO GUALAJO;mar.;RURAL;RIOS;ARMA DE FUEGO;A PIE;A PIE;16;SOLTERO;COLOMBIA;ETNIA INDIGENA;-;SECUNDARIA;52835000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;NARIÑO;SAN ANDRES DE TUMACO;Miércoles;21:46:00;RIO GUALAJO;mar.;RURAL;RIOS;ARMA DE FUEGO;A PIE;A PIE;17;UNION LIBRE;COLOMBIA;ETNIA INDIGENA;-;SECUNDARIA;52835000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;NARIÑO;SAN ANDRES DE TUMACO;Miércoles;21:46:00;RIO GUALAJO;mar.;RURAL;RIOS;ARMA DE FUEGO;A PIE;A PIE;23;SOLTERO;COLOMBIA;ETNIA INDIGENA;-;PRIMARIA;52835000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;NARIÑO;SAN ANDRES DE TUMACO;Miércoles;21:46:00;RIO GUALAJO;mar.;RURAL;RIOS;ARMA DE FUEGO;A PIE;A PIE;25;SOLTERO;COLOMBIA;GRUPOS ILEGALES;-;PRIMARIA;52835000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;NORTE DE SANTANDER;OCAÑA;Miércoles;0:50:00;BARRIO SIMON BOLIVAR;mar.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;24;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;54498000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;RISARALDA;DOSQUEBRADAS;Miércoles;16:30:00;VDA. LA UNION;mar.;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;42;UNION LIBRE;COLOMBIA;PENSIONADO;-;SUPERIOR;66170000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;SANTANDER;GIRÓN;Miércoles;17:00:00;CIUDADELA DEL ORIENTE;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;68307000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;TOLIMA;ARMERO;Miércoles;6:46:00;VRDA. SAN FELIPE;mar.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;73055000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;VALLE;BUENAVENTURA;Miércoles;18:50:00;SANTA FE;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;UNION LIBRE;COLOMBIA;DELINCUENCIA;-;SECUNDARIA;76109000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;VALLE;CALI (CT);Miércoles;8:20:00;CALIMA E4;mar.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;29;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;VALLE;CALI (CT);Miércoles;10:58:00;DESEPAZ INVICALI E21;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;30;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;VALLE;YUMBO;Miércoles;9:10:00;CGTO MULALO E25;mar.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;21;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76892000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
30/03/2022;VICHADA;PUERTO CARREÑO (CT);Miércoles;18:25:00;SIMON BOLIVAR;mar.;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;45;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;99001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ANTIOQUIA;APARTADÓ;Jueves;0:10:00;BAJO DEL OSO;mar.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;28;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;5045000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ANTIOQUIA;APARTADÓ;Jueves;8:15:00;LAS PLAYAS;mar.;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;5045000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ANTIOQUIA;ITUANGO;Jueves;11:40:00;BUENAVISTA;mar.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;17;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;5361000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ANTIOQUIA;ITUANGO;Jueves;11:40:00;BUENAVISTA;mar.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;19;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;5361000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ANTIOQUIA;MEDELLÍN (CT);Jueves;10:18:00;PRADO C-10;mar.;URBANA;HOTELES, RESIDENCIAS, Y SIMILARES.;CONTUNDENTES;A PIE;A PIE;28;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;5001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ANTIOQUIA;YARUMAL;Jueves;19:43:00;EL ACUEDUCTO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;35;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;5887000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ARAUCA;ARAUQUITA;Jueves;20:00:00;VEREDA LAS CRUCES;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;SOLTERO;VENEZUELA;EMPLEADO PARTICULAR;-;PRIMARIA;81065000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ARAUCA;SARAVENA;Jueves;16:30:00;VEREDA LAS VEGAS;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;34;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;81736000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ATLÁNTICO;BARRANQUILLA (CT);Jueves;11:30:00;BUENOS AIRES;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;35;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ATLÁNTICO;BARRANQUILLA (CT);Jueves;15:17:00;VILLA SAN PABLO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;ATLÁNTICO;JUAN DE ACOSTA;Jueves;18:30:00;ZONA RURAL;mar.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;64;CASADO;COLOMBIA;COMERCIANTE;-;SECUNDARIA;8372000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;BOLÍVAR;CARTAGENA (CT);Jueves;21:30:00;RETEN DOÑA MANUELA;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;40;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;BOLÍVAR;CARTAGENA (CT);Jueves;17:20:00;LA PAZ;mar.;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;30;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;BOLÍVAR;CARTAGENA (CT);Jueves;17:20:00;LA PAZ;mar.;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;32;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;BOLÍVAR;CARTAGENA (CT);Jueves;0:02:00;NUEVO PARAISO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;36;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;BOLÍVAR;CARTAGENA (CT);Jueves;0:02:00;NUEVO PARAISO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;43;CASADO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;BOLÍVAR;CARTAGENA (CT);Jueves;0:02:00;NUEVO PARAISO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;53;CASADO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;BOLÍVAR;CARTAGENA (CT);Jueves;19:44:00;MEMBRILLAL;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CALDAS;MANIZALES (CT);Jueves;20:55:00;ESTAMBUL;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;45;SOLTERO;COLOMBIA;COMERCIANTE;-;PRIMARIA;17001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CAQUETÁ;LA MONTAÑITA;Jueves;2:20:00;VDA.  PUERTO GAITAN;mar.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;41;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;18410000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CASANARE;PAZ DE ARIPORO;Jueves;14:20:00;EL PALMAR;mar.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;52;SOLTERO;COLOMBIA;AMA DE CASA;-;PRIMARIA;85250000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CASANARE;YOPAL (CT);Jueves;22:30:00;CARIBABARE;mar.;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;15;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;85001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CASANARE;YOPAL (CT);Jueves;22:30:00;CARIBABARE;mar.;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;34;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SUPERIOR;85001000;FEMENINO;ARTÍCULO 104A. FEMINICIDIO;1
31/03/2022;CÓRDOBA;MONTELÍBANO;Jueves;16:30:00;LA PAZ;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;CONDUCTOR VEHICULO;22;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23466000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CÓRDOBA;MONTERÍA (CT);Jueves;9:00:00;INDUSTRIAL;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;36;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CÓRDOBA;PUERTO LIBERTADOR;Jueves;11:00:00;VIA PTO.LIBERTADOR - TIERRADENTRO;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23580000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CÓRDOBA;TIERRALTA;Jueves;14:50:00;CGTO VOLADOR;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23807000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CÓRDOBA;TIERRALTA;Jueves;5:55:00;VEREDA LOS ARAPIOS;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;39;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23807000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;20:00:00;JARDIN DE SAN JORGE E-18;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;20;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;CUNDINAMARCA;PUERTO SALGAR;Jueves;16:40:00;CENTRO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25572000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;MAGDALENA;ARIGUANÍ;Jueves;20:05:00;20 DE MAYO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;47058000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;NARIÑO;ANCUYÁ;Jueves;11:30:00;VDA EL EMPATE;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;46;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52036000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;RISARALDA;PEREIRA (CT);Jueves;19:52:00;EL REMANSO;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;29;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;66001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;SANTANDER;BARRANCABERMEJA;Jueves;21:30:00;LA ESPERANZA;mar.;URBANA;ESTABLECIMIENTO PUBLICO;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;24;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;68081000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;SANTANDER;BARRANCABERMEJA;Jueves;21:30:00;LA ESPERANZA;mar.;URBANA;ESTABLECIMIENTO PUBLICO;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;29;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;68081000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;ANSERMANUEVO;Jueves;0:20:00;GRAMALOTE;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76041000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;CALI (CT);Jueves;3:00:00;OBRERO E9;mar.;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;39;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;CALI (CT);Jueves;17:15:00;SAAVEDRA GALINDO E8;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;CALI (CT);Jueves;17:15:00;SAAVEDRA GALINDO E8;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;35;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;CALI (CT);Jueves;12:25:00;EL VERGEL E13;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;24;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;CARTAGO;Jueves;19:10:00;CRGT MODIN;mar.;RURAL;TALLERES MECANICA;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;23;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76147000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;SEVILLA;Jueves;17:41:00;VEREDA LA CRISTALINA;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;23;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76736000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;SEVILLA;Jueves;17:41:00;VEREDA LA CRISTALINA;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;25;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76736000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;TULUÁ;Jueves;22:45:00;San Antonio;mar.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76834000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
31/03/2022;VALLE;YOTOCO;Jueves;19:50:00;CGTO MEDIA CANOA;mar.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76890000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ANTIOQUIA;EL BAGRE;Viernes;16:00:00;SECTOR MUELLE;abr.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;21;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;5250000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ANTIOQUIA;GÓMEZ PLATA;Viernes;16:25:00;PUENTE PORCE;abr.;RURAL;RIOS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;26;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;5310000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ANTIOQUIA;MEDELLÍN (CT);Viernes;19:40:00;CAMPO VALDES 1  C-4;abr.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;PASAJERO MOTOCICLETA;33;SOLTERO;COLOMBIA;DELINCUENCIA;-;SECUNDARIA;5001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ANTIOQUIA;MEDELLÍN (CT);Viernes;19:45:00;BRASILIA  C-4;abr.;URBANA;INTERIOR VEHICULO PARTICULAR;ARMA DE FUEGO;CONDUCTOR VEHICULO;PASAJERO MOTOCICLETA;30;UNION LIBRE;COLOMBIA;COMERCIANTE;-;SECUNDARIA;5001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ANTIOQUIA;MEDELLÍN (CT);Viernes;17:45:00;CASTILLA C-5;abr.;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;31;UNION LIBRE;VENEZUELA;EMPLEADO PARTICULAR;-;SECUNDARIA;5001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ANTIOQUIA;MEDELLÍN (CT);Viernes;23:26:00;GIRARDOT C-5;abr.;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;25;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;5001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ANTIOQUIA;REMEDIOS;Viernes;18:00:00;JUAN BRAND;abr.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;44;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;5604000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ANTIOQUIA;SEGOVIA;Viernes;20:45:00;BRICEÑO;abr.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;40;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;5736000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/04/2022;ATLÁNTICO;BARRANQUILLA (CT);Viernes;16:20:00;REBOLO;abr.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
