Fecha;Departamento;Municipio;Día;Hora;Barrio;MES;Zona;Clase de sitio;Arma empleada;Móvil Victima;MOVIL_AGRESOR;Edad;Estado civil;País de nacimiento;Clase de empleado;Profesión;Escolaridad;Código DANE;GENERO;DESCRIPCION_CONDUCTA;Cantidad
1/01/2022;ANTIOQUIA;AMALFI;Sábado;17:44:00;NARANJITO;ene.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;43;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;5031000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ANTIOQUIA;ANDES;Sábado;0:40:00;SAN AGUSTIN;ene.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;35;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;5034000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ANTIOQUIA;BELLO;Sábado;5:00:00;VDA. EL PINAR;ene.;URBANA;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;22;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;5088000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ANTIOQUIA;MEDELLÍN (CT);Sábado;16:00:00;LA CRUZ C-3;ene.;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;32;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;ANALFABETA;5001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ANTIOQUIA;PUERTO BERRÍO;Sábado;18:40:00;PUENTE MONUMENTAL;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;5579000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ANTIOQUIA;PUERTO BERRÍO;Sábado;18:40:00;PUENTE MONUMENTAL;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;5579000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ANTIOQUIA;RETIRO;Sábado;5:30:00;EL PORTENTO;ene.;RURAL;CASAS DE HABITACION;CONTUNDENTES;A PIE;A PIE;32;SOLTERO;COLOMBIA;AGRICULTOR;-;SECUNDARIA;5607000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ANTIOQUIA;VEGACHÍ;Sábado;15:20:00;PRINCIPAL;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;51;CASADO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;5858000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ATLÁNTICO;BARRANQUILLA (CT);Sábado;16:30:00;MONTES;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;36;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ATLÁNTICO;BARRANQUILLA (CT);Sábado;5:30:00;LAS MALVINAS;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;27;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ATLÁNTICO;BARRANQUILLA (CT);Sábado;4:40:00;BUENA ESPERANZA;ene.;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;33;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ATLÁNTICO;BARRANQUILLA (CT);Sábado;6:48:00;MEQUEJO;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;8001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;ATLÁNTICO;LURUACO;Sábado;17:30:00;ARROYO DE PIEDRA;ene.;RURAL;FRENTE A RESIDENCIAS - VIA PUBLICA;CONTUNDENTES;A PIE;A PIE;64;CASADO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;8421000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;BOLÍVAR;CARTAGENA (CT);Sábado;21:40:00;REP. DEL LIBANO;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;22;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;BOLÍVAR;CARTAGENA (CT);Sábado;21:40:00;REP. DEL LIBANO;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;CASADO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;BOLÍVAR;CARTAGENA (CT);Sábado;21:20:00;OLAYA HERRERA;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;BOLÍVAR;CARTAGENA (CT);Sábado;23:10:00;NUEVO PARAISO;ene.;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;50;UNION LIBRE;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;BOLÍVAR;CARTAGENA (CT);Sábado;7:45:00;OLAYA HERRERA;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;NO REPORTADA;SECUNDARIA;13001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;BOLÍVAR;MAGANGUÉ;Sábado;17:00:00;SECTOR ALFONSO LOPEZ;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;73;UNION LIBRE;COLOMBIA;DELINCUENCIA;-;SECUNDARIA;13430000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;BOLÍVAR;SANTA ROSA DEL SUR;Sábado;19:20:00;ADESAN;ene.;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;39;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;13688000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;BOYACÁ;COPER;Sábado;3:45:00;CENTRO;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;33;UNION LIBRE;COLOMBIA;DELINCUENCIA;-;SECUNDARIA;15212000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAQUETÁ;FLORENCIA (CT);Sábado;3:10:00;LAS PALMERAS;ene.;URBANA;BILLARES;ARMA DE FUEGO;A PIE;A PIE;40;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;18001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CASANARE;PAZ DE ARIPORO;Sábado;2:00:00;CORR.LA HERMOSA;ene.;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;15;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;85250000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CASANARE;YOPAL (CT);Sábado;21:45:00;EL TRIUNFO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;SOLTERO;COLOMBIA;INDEPENDIENTE;-;NO REPORTADO;85001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;ARGELIA;Sábado;17:30:00;VDA SINAI;ene.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;32;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19050000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;CALDONO;Sábado;20:00:00;C/MIENTO PESCADOR;ene.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;22;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19137000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;CALDONO;Sábado;20:00:00;C/MIENTO PESCADOR;ene.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;26;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19137000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;CALOTO;Sábado;13:00:00;VDA DE GUALI;ene.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;18;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19142000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;LA VEGA;Sábado;4:30:00;C/MIENTO LOS UVOS;ene.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;33;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19397000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;PATÍA;Sábado;5:00:00;OLAYA HERRERA;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;19532000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;POPAYÁN (CT);Sábado;3:00:00;VDA TUNEL BAJO;ene.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;27;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;POPAYÁN (CT);Sábado;3:00:00;VDA TUNEL BAJO;ene.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;37;SOLTERO;COLOMBIA;AGRICULTOR;-;SECUNDARIA;19001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;POPAYÁN (CT);Sábado;6:00:00;SOLIDARIDAD;ene.;URBANA;CANCHA DE FUTBOL;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;PUERTO TEJADA;Sábado;14:00:00;SANTA HELENA;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;19573000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;PUERTO TEJADA;Sábado;2:00:00;CARLOS ALBERTO GUZMAN;ene.;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;A PIE;A PIE;26;SOLTERO;COLOMBIA;AMA DE CASA;NO REPORTADA;PRIMARIA;19573000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;PUERTO TEJADA;Sábado;2:00:00;Vda La Pailita;ene.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;23;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;19573000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;PUERTO TEJADA;Sábado;0:30:00;LA CABAÑA;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;31;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19573000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;PUERTO TEJADA;Sábado;2:30:00;BETANIA;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;41;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;SECUNDARIA;19573000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;SUÁREZ;Sábado;19:00:00;C/MIENTO ASNAZU;ene.;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;22;SOLTERO;VENEZUELA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19780000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;SUÁREZ;Sábado;5:00:00;EL CENTRO;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19780000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CAUCA;SUÁREZ;Sábado;5:00:00;EL CENTRO;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;38;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;19780000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CESAR;AGUSTÍN CODAZZI;Sábado;9:57:00;INV. VILLA LUZ;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;41;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;20013000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CESAR;LA PAZ;Sábado;0:10:00;EL CENTRO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;39;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;20621000;FEMENINO;ARTÍCULO 104A. FEMINICIDIO;1
1/01/2022;CHOCÓ;ISTMINA;Sábado;17:30:00;SANTA GENOBEVA;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;57;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27361000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CHOCÓ;QUIBDÓ (CT);Sábado;22:00:00;LA UNION;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;16;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CHOCÓ;QUIBDÓ (CT);Sábado;1:15:00;MONSERRATE;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;12;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;27001000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CHOCÓ;QUIBDÓ (CT);Sábado;4:20:00;KENNEDY;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CÓRDOBA;MONTELÍBANO;Sábado;5:20:00;PABLO  VI;ene.;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23466000;FEMENINO;ARTÍCULO 104A. FEMINICIDIO;1
1/01/2022;CÓRDOBA;MONTERÍA (CT);Sábado;23:25:00;BRISAS DEL SINU;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CÓRDOBA;SAN ANTERO;Sábado;0:30:00;VEREDA EL PROGRESO;ene.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;27;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;23672000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Sábado;4:00:00;SABANAS DEL DORADO E-10;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;SOLTERO;VENEZUELA;DESEMPLEADO;-;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Sábado;4:30:00;PUERTA AL LLANO E-5;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Sábado;9:20:00;MILLAN LOS SAUCES E-19;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;40;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Sábado;21:34:00;EL VIRREY E-5;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Sábado;17:09:00;SAN BERNARDO E-3;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;25;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;BOGOTÁ D.C. (CT);Sábado;4:41:00;CANDELARIA III-IV E-19;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;SOLTERO;VENEZUELA;DESEMPLEADO;-;SECUNDARIA;11001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;MADRID;Sábado;21:33:00;SAN FRANCISCO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;27;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25430000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;PUERTO SALGAR;Sábado;6:40:00;CENTRO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;32;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25572000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;CUNDINAMARCA;ZIPAQUIRÁ;Sábado;3:05:00;CENTRO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;19;UNION LIBRE;-;EMPLEADO PARTICULAR;-;NO REPORTADO;25899000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;GUAJIRA;RIOHACHA (CT);Sábado;10:15:00;LAS MARIAS;ene.;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;26;UNION LIBRE;VENEZUELA;AMA DE CASA;-;SECUNDARIA;44001000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;GUAJIRA;VILLANUEVA;Sábado;16:30:00;POMPILIO DAZA;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;44874000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;HUILA;ISNOS;Sábado;7:30:00;VEREDA CIENAGA GRANDE;ene.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;22;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;41359000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;HUILA;NEIVA (CT);Sábado;7:00:00;JOSE ANTONIO GALAN;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;47;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;41001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;HUILA;NEIVA (CT);Sábado;5:15:00;RAFAEL AZUERO MANCHOLA;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;25;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;41001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;HUILA;NEIVA (CT);Sábado;3:17:00;SAN CARLOS;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;22;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;41001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;HUILA;NEIVA (CT);Sábado;3:17:00;SAN CARLOS;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;PASAJERO MOTOCICLETA;38;UNION LIBRE;COLOMBIA;EMPLEADO EJERCITO;-;SECUNDARIA;41001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;MAGDALENA;EL RETÉN;Sábado;11:11:00;CENTRO;ene.;URBANA;HOSPITALES;CONTUNDENTES;A PIE;A PIE;33;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;47268000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;MAGDALENA;SANTA MARTA (CT);Sábado;3:00:00;PANDO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;44;SOLTERO;COLOMBIA;DESEMPLEADO;-;NO REPORTADO;47001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;META;CABUYARO;Sábado;17:20:00;CENTRO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;40;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;50124000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;META;PUERTO GAITÁN;Sábado;4:00:00;VEREDA TILLABA;ene.;RURAL;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;33;SEPARADO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;50568000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;META;PUERTO GAITÁN;Sábado;1:10:00;CENTRO;ene.;URBANA;SOBRE ANDEN - VIA PUBLICA;ARMA DE FUEGO;A PIE;A PIE;53;UNION LIBRE;COLOMBIA;COMERCIANTE;-;SECUNDARIA;50568000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;META;URIBE;Sábado;3:30:00;VEREDA LA JULIA;ene.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;50370000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;META;VISTAHERMOSA;Sábado;6:10:00;CENTRO;ene.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;34;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;50711000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;NARIÑO;ILES;Sábado;11:00:00;VEREDA SAN JAVIER;ene.;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;27;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52352000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;NARIÑO;PASTO (CT);Sábado;7:30:00;AVENIDA PANAMERICANA;ene.;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;36;SOLTERO;COLOMBIA;INDEPENDIENTE;NO REPORTADA;PRIMARIA;52001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;NARIÑO;PASTO (CT);Sábado;5:30:00;POPULAR;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;35;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;NO REPORTADA;SECUNDARIA;52001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;NARIÑO;PASTO (CT);Sábado;4:30:00;SANTA CLARA;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;26;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;NO REPORTADA;SECUNDARIA;52001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;NARIÑO;SAN ANDRES DE TUMACO;Sábado;3:00:00;RIO MIRA;ene.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52835000;FEMENINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;NARIÑO;SAN ANDRES DE TUMACO;Sábado;4:00:00;VEREDA PARAISO;ene.;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;42;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;52835000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;NORTE DE SANTANDER;CÚCUTA (CT);Sábado;4:10:00;BARRIO PANAMERICANO;ene.;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;30;SOLTERO;VENEZUELA;DESEMPLEADO;-;PRIMARIA;54001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;PUTUMAYO;PUERTO ASÍS;Sábado;7:40:00;EL RECREO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;40;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;86568000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
1/01/2022;QUINDÍO;ARMENIA (CT);Sábado;9:10:00;JUBILEO;ene.;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;24;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;63001000;MASCULINO;ARTÍCULO 103. HOMICIDIO;1
