FECHA,DIA,HORA,BARRIO,ZONA,CLASE_DE_SITIO,ARMA_EMPLEADA,MOVIL_VICTIMA,EDAD,ESTADO_CIVIL,PAIS_NACIMIENTO,CLASE_EMPLEADO,ESCOLARIDAD,DESCRIPCION_CONDUCTA
2013-07-06,Sábado,07:00:00,SAN BERNARDINO E-7,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,23,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-07,Domingo,18:30:00,LA FAVORITA E-14,URBANA,VIAS PUBLICAS,DIRECTA,-,30,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2013-07-07,Domingo,11:50:00,PASTRANA E-8,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,-,26,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-08,Lunes,17:30:00,PUENTE ARANDA E-16,URBANA,CARCELES,DIRECTA,CONDUCTOR VEHICULO,44,-,COLOMBIA,DESEMPLEADO,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-07-09,Martes,08:00:00,CASA BLANCA SECTOR BELLAVISTA E-11,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,27,-,COLOMBIA,NO REPORTA,-,ARTÍCULO 244. EXTORSIÓN
2013-07-09,Martes,14:00:00,PALOQUEMAO E-14,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-10,Miércoles,10:00:00,LA VICTORIA NORTE E-11,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,54,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-10,Miércoles,10:00:00,SAN ANTONIO E-1,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-10,Miércoles,11:00:00,SANTANDER E-15,URBANA,BANCOS,LLAMADA TELEFONICA,-,55,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-10,Miércoles,11:40:00,SANTA SOFIA E-12,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,55,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-07-10,Miércoles,23:20:00,BOSA CARBONEL II E-7,URBANA,CASAS DE HABITACION,DIRECTA,-,23,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-11,Jueves,17:00:00,LA CAPUCHINA E-3,URBANA,BODEGAS Y SIMILARES,LLAMADA TELEFONICA,-,34,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-12,Viernes,10:00:00,JUAN XXIII E-12,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-12,Viernes,10:00:00,PRADO PINZON E-11,URBANA,OFICINAS,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-14,Domingo,14:18:00,URB. SAN PATRICIO E-1,URBANA,INSTALACIONES JUDICIALES,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,63,CASADO,-,RAMA JUDICIAL,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-07-15,Lunes,08:00:00,GRAN BRITALIA E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,56,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-15,Lunes,12:00:00,SAN ANTONIO E-1,URBANA,CASAS DE HABITACION,REDES SOCIALES,-,40,UNION LIBRE,COLOMBIA,AMA DE CASA,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-15,Lunes,10:20:00,SALAZAR GOMEZ E-16,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-15,Lunes,17:50:00,LOS MOLINOS DEL SUR E-18,URBANA,VIAS PUBLICAS,REDES SOCIALES,-,26,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-15,Lunes,16:37:00,-,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,38,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-07-16,Martes,10:00:00,LOS EJIDOS E-16,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-17,Miércoles,10:00:00,PENSILVANIA E-16,URBANA,ALMACENES,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-17,Miércoles,09:00:00,SAN FRANCISCO E-16,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,-,38,SOLTERO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2013-07-17,Miércoles,14:00:00,LA GAITANA E-11,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,46,UNION LIBRE,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-17,Miércoles,13:30:00,SAN FRANCISCO E-19,URBANA,"COLEGIOS, ESCUELAS",LLAMADA TELEFONICA,CONDUCTOR VEHICULO,55,CASADO,COLOMBIA,EDUCADOR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-07-17,Miércoles,13:30:00,SANTA TERESITA E-13,URBANA,OFICINAS,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,60,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-18,Jueves,10:00:00,ALAMEDA E-3,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-18,Jueves,10:00:00,LA LIBERTAD E-12,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-18,Jueves,10:00:00,PENSILVANIA E-16,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-18,Jueves,10:00:00,SANTA MATILDE E-16,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-18,Jueves,10:00:00,VERAGUAS E-14,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-18,Jueves,08:00:00,LA CONEJERA II ETAPA E-11,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,26,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-07-19,Viernes,10:00:00,NORMANDIA E-10,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-19,Viernes,00:00:00,BOSQUE DE LA COLINA E-11,URBANA,CASAS DE HABITACION,DIRECTA,CONDUCTOR VEHICULO,18,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-07-19,Viernes,16:00:00,CARVAJAL E-8,URBANA,FABRICAS,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,49,SOLTERO,COLOMBIA,COMERCIANTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2013-07-19,Viernes,16:40:00,LOMBARDIA II E-11,URBANA,VIAS PUBLICAS,DIRECTA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-19,Viernes,10:39:00,PINAR DE LOS ALAMOS E-10,URBANA,EMPRESA,MIXTA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-20,Sábado,13:00:00,FERROCAJA E-9,URBANA,CASAS DE HABITACION,DIRECTA,CONDUCTOR VEHICULO,11,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-07-22,Lunes,03:00:00,ALASKA E-5,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,47,CASADO,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-22,Lunes,07:15:00,DANUBIO E-1,URBANA,FRENTE CLINICA U HOSPITAL - VIA PUBLICA,DIRECTA,-,49,CASADO,COLOMBIA,EMPLEADO SALUD,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-22,Lunes,18:35:00,LA ESPERANZA I E-9,URBANA,APARTAMENTO,LLAMADA TELEFONICA,-,43,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-26,Viernes,10:00:00,LA FAVORITA E-14,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-26,Viernes,08:00:00,LA CATEDRAL E-17,URBANA,OFICINAS,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,27,CASADO,COLOMBIA,EMPLEADO PUBLICO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-07-26,Viernes,11:15:00,CHICO I E-2,URBANA,CASAS DE HABITACION,DIRECTA,-,48,CASADO,COLOMBIA,DESEMPLEADO,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-07-29,Lunes,19:00:00,SAN ANTONIO NORTE E-1,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-07-29,Lunes,14:10:00,BONANZA E-10,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,-,25,SOLTERO,COLOMBIA,EMPLEADO SALUD,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-08-01,Jueves,12:00:00,SIETE DE AGOSTO E-12,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-08-02,Viernes,10:00:00,LA FRAGUA E-15,URBANA,NO DEFINIDO,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-08-05,Lunes,17:00:00,FERROCAJA E-9,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,45,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-08-05,Lunes,21:00:00,SANTA CECILIA E-1,URBANA,PARADERO DE BUSES,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-08-07,Miércoles,19:45:00,CIUDAD JARDIN SUR E-15,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,49,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-08-07,Miércoles,19:45:00,VILLA DEL RIO E-7,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,44,CASADO,COLOMBIA,AGRICULTOR,-,ARTÍCULO 244. EXTORSIÓN
2013-08-09,Viernes,08:40:00,ACEVEDO TEJADA E-13,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,64,CASADO,COLOMBIA,EMPLEADO SALUD,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-08-12,Lunes,10:00:00,PENSILVANIA E-16,URBANA,TRANSPORTE PÚBLICO,MIXTA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-08-14,Miércoles,10:00:00,EL EJIDO E-16,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-08-15,Jueves,10:00:00,LAS FERIAS E-10,URBANA,EMPRESA,MIXTA,CONDUCTOR VEHICULO,45,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-08-15,Jueves,08:00:00,FLORIDA BLANCA E-10,URBANA,CASAS DE HABITACION,MIXTA,CONDUCTOR VEHICULO,46,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2013-08-16,Viernes,10:00:00,LA ROSITA E-9,URBANA,CASAS DE HABITACION,MIXTA,-,55,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-08-16,Viernes,10:00:00,SANTA BARBARA CENTRAL E-1,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-08-16,Viernes,13:30:00,EL PROGRESO E-14,URBANA,OFICINAS,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,54,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-08-16,Viernes,12:15:00,PALOQUEMAO E-14,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-08-19,Lunes,10:00:00,MADELENA I Y II SECTOR E-19,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,-,42,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-08-20,Martes,08:00:00,LA CASTELLANA E-12,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,47,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-08-21,Miércoles,12:15:00,LOS ANDES E-12,URBANA,EMPRESA,LLAMADA TELEFONICA,-,54,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-08-23,Viernes,14:44:00,PUENTE ARANDA E-16,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-08-26,Lunes,10:00:00,SANTA ISABEL E-14,URBANA,CASAS DE HABITACION,MIXTA,CONDUCTOR VEHICULO,61,CASADO,COLOMBIA,COMERCIANTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2013-08-31,Sábado,10:00:00,CHAPINERO SUR OCCIDENTAL E-13,URBANA,CASAS DE HABITACION,DIRECTA,CONDUCTOR VEHICULO,36,-,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-08-31,Sábado,10:00:00,LAS BRISAS E-8,URBANA,CASAS DE HABITACION,MIXTA,-,28,UNION LIBRE,COLOMBIA,EMPLEADO POLICIAL,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-09-03,Martes,08:00:00,CIUDAD SALITRE II E-13,URBANA,CARCELES,DIRECTA,CONDUCTOR VEHICULO,34,-,COLOMBIA,DESEMPLEADO,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-09-03,Martes,08:00:00,LOS ANGELES E-10,URBANA,CASAS DE HABITACION,REDES SOCIALES,CONDUCTOR VEHICULO,33,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-09-03,Martes,09:30:00,MIRANDELA E-11,URBANA,OFICINAS,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,48,CASADO,-,AMA DE CASA,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-09-04,Miércoles,15:00:00,SAN ANTONIO E-1,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,43,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2013-09-04,Miércoles,13:50:00,CARVAJAL E-8,URBANA,LOCAL COMERCIAL,DIRECTA,CONDUCTOR VEHICULO,39,-,COLOMBIA,COMERCIANTE,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-09-05,Jueves,10:10:00,LA ESPERANZA E-12,URBANA,VIAS PUBLICAS,DIRECTA,CONDUCTOR VEHICULO,18,SOLTERO,COLOMBIA,ESTUDIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-09-08,Domingo,13:30:00,GILMAR E-11,URBANA,CASAS DE HABITACION,MIXTA,-,51,UNION LIBRE,COLOMBIA,COMERCIANTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2013-09-12,Jueves,08:00:00,ESCUELA MILITAR E-12,URBANA,CARCELES,DIRECTA,CONDUCTOR VEHICULO,45,-,COLOMBIA,DESEMPLEADO,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-09-12,Jueves,11:30:00,EL PORVENIR E-9,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,42,CASADO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2013-09-13,Viernes,09:00:00,BENJAMIN HERRERA E-12,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,52,SOLTERO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-09-13,Viernes,08:00:00,ESCUELA MILITAR E-12,URBANA,CARCELES,MIXTA,CONDUCTOR VEHICULO,22,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-09-14,Sábado,16:00:00,SABANA GRANDE E-9,URBANA,TRANSPORTE PÚBLICO,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-09-14,Sábado,14:30:00,PATIO BONITO II SECTOR E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,65,UNION LIBRE,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2013-09-16,Lunes,08:00:00,ALTOS DE CHOZICA E-11,URBANA,CASAS DE HABITACION,REDES SOCIALES,CONDUCTOR VEHICULO,43,CASADO,COLOMBIA,AMA DE CASA,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-09-16,Lunes,14:30:00,PALOQUEMAO E-14,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,-,26,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2013-09-18,Miércoles,09:30:00,CARVAJAL E-8,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-09-19,Jueves,08:30:00,SOCIEGO SUR E-18,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-09-20,Viernes,11:00:00,CENTRO ADMINISTRATIVO E-17,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-09-20,Viernes,16:15:00,SAN BERNARDO E-3,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-09-21,Sábado,10:00:00,GARCES NAVAS E-10,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,27,UNION LIBRE,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-09-22,Domingo,21:00:00,SAN ANTONIO NORTE E-10,URBANA,PARADERO DE BUSES,DIRECTA,CONDUCTOR VEHICULO,45,-,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-09-24,Martes,16:00:00,AURES II E-11,URBANA,CASAS DE HABITACION,MIXTA,CONDUCTOR VEHICULO,20,UNION LIBRE,COLOMBIA,ESTUDIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-09-26,Jueves,14:30:00,LAGO DE CHAPINERO E-2,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,34,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-09-26,Jueves,23:10:00,LAS BRISAS E-8,URBANA,LOCAL COMERCIAL,DIRECTA,CONDUCTOR VEHICULO,31,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-09-28,Sábado,08:00:00,RINCON DEL CHICO E-1,URBANA,APARTAMENTO,LLAMADA TELEFONICA,-,55,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-09-29,Domingo,13:00:00,ROMA E-8,URBANA,VIAS PUBLICAS,DIRECTA,-,23,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2013-09-30,Lunes,08:00:00,PAULO VI. I Y II ETAPA E-13,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,43,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-09-30,Lunes,12:00:00,SANTA CECILIA PARTE BAJA E-1,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,70,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2013-09-30,Lunes,11:47:00,SAN VICTORINO E-14,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,46,-,COLOMBIA,COMERCIANTE,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-10-01,Martes,10:00:00,RINCON DEL CHICO E-1,URBANA,TRANSPORTE PÚBLICO,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-10-02,Miércoles,09:15:00,DIANA TURBAY E-18,URBANA,LOCAL COMERCIAL,DIRECTA,CONDUCTOR VEHICULO,33,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-10-03,Jueves,11:16:00,LA CASTELLANA E-12,URBANA,CONSULTORIOS MEDICOS,MIXTA,CONDUCTOR VEHICULO,45,-,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-10-03,Jueves,14:33:00,LA ESPERANZA E-9,URBANA,CASAS DE HABITACION,REDES SOCIALES,CONDUCTOR VEHICULO,58,CASADO,COLOMBIA,DEPORTISTA,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-10-04,Viernes,17:45:00,LA VICTORIA NORTE E-11,URBANA,CASAS DE HABITACION,MIXTA,CONDUCTOR VEHICULO,36,-,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-10-05,Sábado,11:30:00,LA ISABELA I E-10,URBANA,APARTAMENTO,MIXTA,-,46,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-10-05,Sábado,10:20:00,BELEN E-17,URBANA,APARTAMENTO,LLAMADA TELEFONICA,-,50,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-10-05,Sábado,08:20:00,LA CHUCUA E-8,URBANA,RESTAURANTES,LLAMADA TELEFONICA,-,53,UNION LIBRE,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2013-10-08,Martes,10:24:00,PLAZUELAS DEL VIRREY E-10,URBANA,ALMACENES,MIXTA,-,38,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-10-09,Miércoles,10:30:00,LAS NIEVES E-3,URBANA,OFICINAS,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-10-10,Jueves,14:00:00,CHICO NORTE III SECTOR E-2,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,57,CASADO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-10-10,Jueves,07:00:00,SANTA BIBIANA E-1,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,54,CASADO,COLOMBIA,AMA DE CASA,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-10-12,Sábado,11:00:00,PUERTA DE ALCALA E-11,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,41,UNION LIBRE,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2013-10-13,Domingo,16:00:00,VERAGUAS E-16,URBANA,CASAS DE HABITACION,MIXTA,CONDUCTOR VEHICULO,54,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-10-17,Jueves,14:35:00,CHICO NORTE II E-2,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-10-17,Jueves,19:10:00,TEUSAQUILLO E-13,URBANA,VIAS PUBLICAS,DIRECTA,-,32,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-10-17,Jueves,20:15:00,PINAR DE LOS ALAMOS E-10,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,73,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2013-10-18,Viernes,16:00:00,EL LISTON E-14,URBANA,EMPRESA,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2013-10-19,Sábado,11:00:00,SANTA BIBIANA E-1,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,53,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2013-10-20,Domingo,08:00:00,SANTA BARBARA E-1,URBANA,LOCAL COMERCIAL,CARTA EXTORSIVA,CONDUCTOR VEHICULO,57,-,COLOMBIA,COMERCIANTE,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2013-10-21,Lunes,10:00:00,SAN RAFAEL SUR E-19,URBANA,SUPERMERCADOS,LLAMADA TELEFONICA,CONDUCTOR VEHICULO,52,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
