FECHA,DIA,HORA,BARRIO,ZONA,CLASE_DE_SITIO,ARMA_EMPLEADA,MOVIL_VICTIMA,EDAD,ESTADO_CIVIL,PAIS_NACIMIENTO,CLASE_EMPLEADO,ESCOLARIDAD,DESCRIPCION_CONDUCTA
2021-07-19,Lunes,00:00:00,BELLA SUIZA E-1,URBANA,OTRO,REDES SOCIALES,A PIE,48,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2021-07-19,Lunes,00:00:00,RAFAEL NUNEZ E-13,URBANA,OTRO,DIRECTA,A PIE,36,CASADO,-,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-19,Lunes,11:00:00,ALFONSO LOPEZ E-13,URBANA,CARCELES,REDES SOCIALES,A PIE,31,SOLTERO,COLOMBIA,DESEMPLEADO,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2021-07-19,Lunes,10:30:00,CHICO ORIENTAL E-2,URBANA,OFICINAS,LLAMADA TELEFONICA,A PIE,27,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-19,Lunes,09:30:00,VERAGUAS E-16,URBANA,RESTAURANTES,CARTA EXTORSIVA,A PIE,39,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-19,Lunes,23:00:00,"QUIROGA I, II Y III ETAPA E-18",URBANA,OTRO,REDES SOCIALES,A PIE,35,SOLTERO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-20,Martes,00:00:00,PUENTE ARANDA E-16,URBANA,LUGAR DE TRABAJO,SIN EMPLEO DE ARMAS,A PIE,21,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-20,Martes,06:00:00,LOS ALMENDROS E-8,URBANA,RED VIRTUAL O INTERNET,SIN EMPLEO DE ARMAS,A PIE,29,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-20,Martes,17:30:00,AYACUCHO SUR E-4,URBANA,ESTABLECIMIENTO DE COMERCIO,LLAMADA TELEFONICA,A PIE,31,UNION LIBRE,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-20,Martes,02:00:00,ANDALUCIA II SECTOR E-8,URBANA,APARTAMENTO,LLAMADA TELEFONICA,A PIE,34,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-07-20,Martes,02:00:00,EL VERBENAL E-1,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,25,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-07-20,Martes,03:30:00,SANTA FE E-14,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,29,SOLTERO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-21,Miércoles,12:00:00,EL RINCON DE LA 100 E-11,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,29,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-21,Miércoles,11:30:00,GRANJAS DE SAN PABLO E-18,URBANA,OTRO,REDES SOCIALES,A PIE,20,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2021-07-21,Miércoles,22:00:00,CHICO RESERVADO E-2,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,53,DIVORCIADO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,10:00:00,LA GLORIA BAJA E-4,URBANA,ESTACION TRANSMILENIO BICENTENARIO,CARTA EXTORSIVA,A PIE,39,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,10:00:00,TINTALA E-8,URBANA,OTRO,SIN EMPLEO DE ARMAS,A PIE,57,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,00:00:00,TIBABITA E-1,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,46,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,09:00:00,MARSELLA E-8,URBANA,EDIFICIO,LLAMADA TELEFONICA,A PIE,32,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,19:00:00,PIO XII E-8,URBANA,VIAS PUBLICAS,CARTA EXTORSIVA,A PIE,46,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,16:30:00,CENTRO FONTIBON E-9,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CARTA EXTORSIVA,A PIE,49,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,07:30:00,SAN CRISTOBAL E-4,URBANA,MÓVIL,REDES SOCIALES,A PIE,25,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,20:30:00,EL CORTIJO E-10,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,51,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-22,Jueves,00:30:00,BOITA E-8,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,25,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-23,Viernes,00:00:00,EL ROSARIO E-12,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,30,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-23,Viernes,10:30:00,LOS ALCAZARES E-12,URBANA,DENTRO DE LA VIVIENDA,LLAMADA TELEFONICA,A PIE,51,UNION LIBRE,COLOMBIA,COMERCIANTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-07-23,Viernes,14:30:00,LA CALLEJA E-1,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,37,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-23,Viernes,16:30:00,SANTA TERESA E-1,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,36,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-23,Viernes,07:30:00,VILLA DE LOS ALPES E-4,URBANA,ALIMENTADOR BUS TRANSMILENIO,SIN EMPLEO DE ARMAS,A PIE,29,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-23,Viernes,10:40:00,FONTANA E-9,URBANA,APARTAMENTO EN CONJUNTO CERRADO,LLAMADA TELEFONICA,A PIE,26,CASADO,COLOMBIA,ESTUDIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-23,Viernes,03:30:00,SAN PABLO JERICO E-9,URBANA,APARTAMENTO,LLAMADA TELEFONICA,A PIE,32,UNION LIBRE,COLOMBIA,DESEMPLEADO,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-07-24,Sábado,10:00:00,SAN PABLO E-7,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,62,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-24,Sábado,08:00:00,EL CAMPIN E-13,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,43,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-24,Sábado,14:00:00,EL VERBENAL E-1,URBANA,CONJUNTO RESIDENCIAL,SIN EMPLEO DE ARMAS,A PIE,25,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-24,Sábado,19:00:00,JOSE MARIA CARBONEL I Y II ETAPA E-7,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,56,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-24,Sábado,15:30:00,EL CHARCO I E-9,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,44,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-07-24,Sábado,13:07:00,ALCALA E-11,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,40,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-25,Domingo,18:00:00,LA SABANA DE TIBABUYES E-11,URBANA,APARTAMENTO EN CONJUNTO CERRADO,SIN EMPLEO DE ARMAS,A PIE,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-25,Domingo,12:49:00,PORTALES DEL NORTE E-11,URBANA,APARTAMENTO,LLAMADA TELEFONICA,A PIE,40,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-26,Lunes,10:00:00,CHAPINERO CENTRAL E-2,URBANA,MÓVIL,LLAMADA TELEFONICA,A PIE,45,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-26,Lunes,00:00:00,USMINIA DESARROLLO E-5,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,46,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-26,Lunes,19:00:00,VERAGUAS CENTRAL IV SECTOR E-16,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,36,SOLTERO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-27,Martes,00:00:00,EL RINCON DE SUBA E-11,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,27,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-27,Martes,09:00:00,SANTA LUCIA SUR E-18,URBANA,ESTABLECIMIENTO DE COMERCIO,DIRECTA,A PIE,47,DIVORCIADO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-27,Martes,14:00:00,EL PLAN E-11,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,55,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-27,Martes,01:00:00,NICOLAS DE FEDERMAN I SECTOR E-13,URBANA,LUGAR DE TRABAJO,LLAMADA TELEFONICA,A PIE,40,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-27,Martes,16:01:00,SANTA HELENITA E-10,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,64,UNION LIBRE,COLOMBIA,AMA DE CASA,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-28,Miércoles,10:00:00,LA PAZ (EL CEBADAL) E-18,URBANA,CONJUNTO RESIDENCIAL,LLAMADA TELEFONICA,A PIE,29,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-28,Miércoles,15:00:00,BELLA SUIZA E-1,URBANA,LUGAR DE TRABAJO,LLAMADA TELEFONICA,A PIE,56,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2021-07-28,Miércoles,10:30:00,GARCES NAVAS E-10,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,21,SOLTERO,COLOMBIA,ESTUDIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-28,Miércoles,08:30:00,BILBAO E-11,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2021-07-28,Miércoles,08:30:00,PUENTE ARANDA E-16,URBANA,APARTAMENTO EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,26,SOLTERO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-29,Jueves,00:00:00,BELLA SUIZA E-1,URBANA,LUGAR DE TRABAJO,DIRECTA,A PIE,42,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-29,Jueves,09:00:00,SANTA INES SANTA HELENA E-11,URBANA,APARTAMENTO EN CONJUNTO CERRADO,LLAMADA TELEFONICA,A PIE,53,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-29,Jueves,07:00:00,PERDOMO ALTO E-19,URBANA,OTRO,DIRECTA,A PIE,44,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-29,Jueves,15:30:00,EL PLAN E-11,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,40,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-30,Viernes,00:00:00,BOLIVIA E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,30,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-30,Viernes,00:00:00,EL CAMPIN E-13,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,47,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-30,Viernes,00:00:00,GARCES NAVAS E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,30,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-07-30,Viernes,14:00:00,CENTRO FONTIBON E-9,URBANA,LUGAR DE TRABAJO,REDES SOCIALES,A PIE,37,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-07-31,Sábado,00:00:00,CIUDAD SALITRE II E-13,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2021-07-31,Sábado,00:30:00,VENECIA E-6,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,47,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-01,Domingo,00:00:00,CENTRO ADMINISTRATIVO E-17,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,58,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-01,Domingo,09:00:00,EL CAMPIN (COLISEO) E-13,URBANA,VIAS PUBLICAS,CARTA EXTORSIVA,A PIE,25,SOLTERO,-,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-01,Domingo,15:00:00,ALTAMIRA E-4,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,22,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2021-08-01,Domingo,16:00:00,LAS MERCEDES E-11,URBANA,CASA EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,24,SOLTERO,COLOMBIA,INDEPENDIENTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-08-01,Domingo,01:00:00,POLICARPA SALAVARRIETA E-15,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,37,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-01,Domingo,21:18:00,LA CATEDRAL E-17,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2021-08-02,Lunes,10:00:00,EL LIBERTADOR E-18,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,31,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-08-02,Lunes,00:00:00,CIUDAD MONTES E-16,URBANA,OTRO,LLAMADA TELEFONICA,A PIE,54,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-02,Lunes,09:00:00,BELLA SUIZA E-1,URBANA,ESTABLECIMIENTO PUBLICO,DIRECTA,A PIE,51,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-02,Lunes,09:00:00,BOSA CENTRO E-7,URBANA,ESTABLECIMIENTO DE COMERCIO,LLAMADA TELEFONICA,A PIE,37,CASADO,COLOMBIA,INDEPENDIENTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-08-02,Lunes,07:00:00,LA CASTELLANA E-12,URBANA,CONSULTORIOS MEDICOS,REDES SOCIALES,A PIE,40,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-02,Lunes,20:30:00,VILLA SONIA II SECTOR E-7,URBANA,CONJUNTO RESIDENCIAL,LLAMADA TELEFONICA,A PIE,21,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-02,Lunes,02:00:00,LA ESMERALDA E-4,URBANA,SECTOR RESIDENCIAS,REDES SOCIALES,A PIE,57,CASADO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-02,Lunes,01:30:00,RICAURTE E-14,URBANA,APARTAMENTO,SIN EMPLEO DE ARMAS,A PIE,37,CASADO,COLOMBIA,EMPLEADO PUBLICO,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-08-03,Martes,09:00:00,EL REAL E-10,URBANA,OFICINAS,REDES SOCIALES,A PIE,28,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-08-03,Martes,08:00:00,FONTIBON E-9,URBANA,PARQUES,SIN EMPLEO DE ARMAS,A PIE,33,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-03,Martes,16:00:00,ALQUERIAS DE LA FRAGUA VILLANUEVA E-8,URBANA,RED VIRTUAL O INTERNET,LLAMADA TELEFONICA,A PIE,28,UNION LIBRE,COLOMBIA,EMPLEADO POLICIAL,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-03,Martes,16:30:00,EL PLAN E-11,URBANA,CASA EN CONJUNTO CERRADO,SIN EMPLEO DE ARMAS,A PIE,51,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-03,Martes,21:00:00,CHICALA E-7,URBANA,APARTAMENTO EN CONJUNTO CERRADO,REDES SOCIALES,A PIE,34,SOLTERO,COLOMBIA,INDEPENDIENTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-08-03,Martes,17:30:00,LOS LAURELES E-7,URBANA,VIAS PUBLICAS,DIRECTA,A PIE,20,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-03,Martes,09:33:00,PALOQUEMAO E-14,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,27,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-03,Martes,17:16:00,GALAN E-16,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,32,UNION LIBRE,VENEZUELA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-04,Miércoles,00:00:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,23,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-04,Miércoles,00:00:00,POLO CLUB E-12,URBANA,OFICINAS,REDES SOCIALES,A PIE,46,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-04,Miércoles,00:00:00,PUERTA DE TEJA E-9,URBANA,ENTIDAD PUBLICA / ESTATAL,LLAMADA TELEFONICA,A PIE,30,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-04,Miércoles,14:00:00,PALOQUEMAO E-14,URBANA,VEHICULO,LLAMADA TELEFONICA,A PIE,29,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-04,Miércoles,18:30:00,CENTRO USME E-5,URBANA,RED VIRTUAL O INTERNET,REDES SOCIALES,A PIE,20,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2021-08-04,Miércoles,21:30:00,CIUDAD JARDIN SUR E-15,URBANA,ESTABLECIMIENTO DE COMERCIO,CARTA EXTORSIVA,A PIE,24,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-04,Miércoles,18:05:00,VEREDA LA REQUILINA E-5,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,50,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-05,Jueves,13:00:00,LA ESMERALDA E-11,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,31,CASADO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-05,Jueves,13:00:00,LOS CEREZOS E-10,URBANA,VIAS PUBLICAS,CARTA EXTORSIVA,A PIE,24,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2021-08-05,Jueves,21:00:00,SAN RAFAEL INDUSTRIAL E-16,URBANA,OTRO,REDES SOCIALES,A PIE,32,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-05,Jueves,17:30:00,FLORIDA BLANCA E-10,URBANA,APARTAMENTO,LLAMADA TELEFONICA,A PIE,35,UNION LIBRE,COLOMBIA,COMERCIANTE,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2021-08-06,Viernes,10:00:00,VILLAS DE GRANADA E-10,URBANA,APARTAMENTO,CARTA EXTORSIVA,A PIE,62,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-06,Viernes,00:00:00,BENJAMIN HERRERA E-12,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,26,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-06,Viernes,08:00:00,NARIÑO E-13,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,56,SOLTERO,COLOMBIA,EMPLEADO INPEC,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-06,Viernes,10:30:00,EL VERGEL E-14,URBANA,CASA EN CONJUNTO CERRADO,LLAMADA TELEFONICA,A PIE,35,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-06,Viernes,10:30:00,LA GRAN COLOMBIA E-4,URBANA,MÓVIL,LLAMADA TELEFONICA,A PIE,16,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-06,Viernes,12:30:00,COLOMBIA E-12,URBANA,RED VIRTUAL O INTERNET,LLAMADA TELEFONICA,A PIE,42,SOLTERO,COLOMBIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-06,Viernes,21:30:00,CIUDAD KENNEDY SUR E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,A PIE,51,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2021-08-07,Sábado,18:00:00,GALAN E-16,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,A PIE,34,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2021-08-07,Sábado,09:30:00,CIUDAD KENNEDY CENTRAL E-8,URBANA,DISCOTECAS,CARTA EXTORSIVA,A PIE,57,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-07,Sábado,05:00:00,BRITALIA PORTALES DEL NORTE E-11,URBANA,APARTAMENTO,REDES SOCIALES,A PIE,33,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-07,Sábado,11:50:00,PALOQUEMAO E-14,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,26,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,ARTÍCULO 244. EXTORSIÓN
2021-08-08,Domingo,00:00:00,USATAMA E-14,URBANA,CASAS DE HABITACION,REDES SOCIALES,A PIE,40,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-08,Domingo,11:00:00,CIUDAD DE CALI E-8,URBANA,VIAS PUBLICAS,REDES SOCIALES,A PIE,36,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2021-08-08,Domingo,21:30:00,BRITALIA PORTALES DEL NORTE E-11,URBANA,CASA EN CONJUNTO CERRADO,LLAMADA TELEFONICA,A PIE,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
